,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
12295,SGP,2022,2022-02-23,Bekijk op YouTube de stemverklaring van SGP-senator @djhvandijk over de A-status en over de Tijdelijke wet maatregelen covid-19.➡️ https://t.co/rCcWOxaBER https://t.co/iDCiu4cuWb,no,opposition,right,conservative
12296,D66,2022,2022-03-15,@RijnIvar Succes Ivar! #teamd66 ^Dex,no,coalition,middle,progressive
12297,FvD,2022,2022-10-13,Onze uitgebreide reactie op de mogelijke schorsing van @thierrybaudet als Tweede Kamerlid. #FVD #Baudet https://t.co/T3G3Pbceig,yes,opposition,right,conservative
12298,PVV,2022,2022-06-24,"Motie PVV Limburg tegen stikstof beleid aangenomen:Voor: PVV, SVL, CDA VVD, Lokaal LimburgTegen: FVD, D66, GL, PvdA, PvdD, SP",yes,opposition,right,conservative
12299,BBB,2022,2022-01-11,Wauw! Bedankt voor het vertrouwen in ons🍀 Wij gaan er alles aan doen om jullie niet teleur te stellen! #Nieuwsuur (@lientje1967) https://t.co/WyxvtAcOlY,yes,opposition,right,conservative
12300,JA21,2023,2023-01-24,"Voor JA21 is het simpel: de verpleeghuisplekken en verzorgingshuizen moeten terug. Maar zelfs als @NickiVerweij amendementen indient om het langer thuis blijven wonen van senioren te vergemakkelijken, geeft de minister niet thuis! Minister Helder belooft beterschap: https://t.co/XE1EtKDdme",yes,opposition,right,conservative
12301,FvD,2022,2022-04-13,Het referendum dat nu wordt voorgesteld is een democratische illusie. Bij een normale opkomst is een geldige uitslag onmogelijk. Om iets tegen te houden moet 130% tegenstemmen. Hoe dan? De uitkomstdrempel maakt het voorstel volstrekt krachteloos. #FVD https://t.co/oOzkRFDpTM,yes,opposition,right,conservative
12302,BBB,2022,2022-05-20,@Sophia47620374 @koninklijkhuis @geertwilderspvv @gertjansegers @lientje1967 @christenunie De nieuwe regering 🤣😉,yes,opposition,right,conservative
12303,DENK,2022,2022-05-21,"Het was een intense week. @StephanvBaarle ging met stapels dossiers over discriminatie naar de Kamer, @F_azarkan legde Rutte het vuur aan de schenen over #smsgate en @tunahankuzu ging ‘inclusief’ met @Rutger_zelf.  Check het DENK-weekoverzicht morgen om 10.00 uur. https://t.co/RJt830sGAZ",no,opposition,left,progressive
12304,PvdD,2022,2022-05-17,Het slachten van 617 miljoen dieren per jaar gaat gepaard met structureel ernstig leed 🐖💔Vanaf 18:15 is eindelijk het door ons aangevraagde debat over de aanhoudende misstanden in Nederlandse slachthuizen. Kijk je mee? 👉 https://t.co/tA6JnqLufh https://t.co/uCL97cMwxz,no,opposition,left,progressive
12305,PVV,2022,2022-06-22,"Een van de grootste zo niet hét grootste talent van de PVV-fractie @KopsPVV verdedigt met kennis, passie en verve vanuit vak K vanavond zijn initiatiefwet om te verbieden dat statushouders nog langer voorrang krijgen op sociale huurwoningen! Hulde Alexander! https://t.co/9GCVKoOAX6",yes,opposition,right,conservative
12306,BBB,2022,2022-08-13,"@GertjanStuiven2 Gertjan, graag ons een DM sturen",yes,opposition,right,conservative
12307,BBB,2022,2022-10-20,Een meerderheid van de Tweede Kamer roept het kabinet op om de graanexport uit Oekraïne te beschermen en te faciliteren. Voor het borgen van voedselzekerheid en het dempen van de inflatie. @lientje1967 &amp; @djeppink (2/2) https://t.co/BTLP8RdN0f,yes,opposition,right,conservative
12308,PvdD,2022,2022-06-30,"""Als je een systeemverandering op gang kan brengen dan is dat fantastisch. Als uitgangspunt het beschermen van de natuur en een andere omgang met dieren."" @estherouwehand over de groei van de Partij voor de Dieren bij @NPORadio1👇 https://t.co/aID33lHCz9",no,opposition,left,progressive
12309,BBB,2023,2023-02-28,@Suus997170222 Contributie van leden. Partijsubsidie van de overheid. Campagne materiaal dat leden zelf kopen. En kleine donaties. In die volgorde.,yes,opposition,right,conservative
12310,JA21,2022,2022-11-11,Zo snel mogelijk een brief van de minister en met spoed een debat over de situatie rond onbetaalbare zorgverzekeringen. Dat vraagt @NickiVerweij aan de commissie VWS. Want zorg moet bereikbaar en betaalbaar zijn. Voor iedereen! https://t.co/QVJkOrXLjg,yes,opposition,right,conservative
12311,GroenLinks,2022,2022-01-16,"""Natuurlijk is er een verlangen naar het einde van corona. Toch, door erkenning van de situatie, kun je leren ermee om te gaan. Maar het beleid wordt steeds neergezet als een 'sprintje'. Er is behoefte aan een langetermijnvisie."" - @jesseklaver #Buitenhof",no,opposition,left,progressive
12312,BBB,2023,2023-02-05,@emiel34616601 @PvdA @VVD @meilivos Leg dat eens uit aub,yes,opposition,right,conservative
12313,BBB,2022,2022-08-08,@ErikWoensdregt @peppel2804 @lientje1967 soja heeft juist geen stikstof en nauwelijks andere bemesting nodig....je kunt het ook telen in Nederland zonder bossen te kappen (wat trouwens ook niet gebeurd voor NL veevoer). Maar we zijn benieuwd wat jij eet waar geen velden of mest of water voor nodig is.....,yes,opposition,right,conservative
12314,D66,2022,2022-11-19,@wdjagertje Volgens mij zit die zaal toch écht vol 🥸 ^Noa,no,coalition,middle,progressive
12315,FvD,2022,2022-06-13,"Spatschermen, looproutes, mondkapjes, coronatoegangsbewijzen en lockdowns. Dat is wat de Nederlandse bevolking wéér te wachten staat als het aan Ernst Kuipers ligt. #FVD zal zich hiertegen op alle mogelijke manieren verzetten. Teken onze petitie! https://t.co/7B5bELeZMu https://t.co/95oFA8pGxm",yes,opposition,right,conservative
12316,PVV,2022,2022-02-21,Naast elkaar staan? Je laat mensen letterlijk in de KOU staan! De energierekening is bijna verdubbeld en voor veel mensen onbetaalbaar geworden en je kijkt de andere kant op. Zet de BTW op energie op 0% daar hebben we meer aan dan verkiezingspraatjes. #energierekening #Wilders,yes,opposition,right,conservative
12317,BBB,2023,2023-02-18,"@petersaras @radiovandijk Als je op een muur af rijdt, is vertragen het beste wat je kunt doen. En tijdig het stuur omgooien zodat je de veilige route kunt nemen ...",yes,opposition,right,conservative
12318,BBB,2022,2022-03-30,"Goed nieuws! Wat BBB betreft gaan we nu doorpakken met een stevig loonhuis, meer materieel produceren in eigen land en blijft de Johan Willem Frisokazerne nu open! https://t.co/p9UvwwgC84",yes,opposition,right,conservative
12319,BBB,2023,2023-02-06,"Oftewel; in de geest van mijn oma: 'Loop mee met de zwaksten, want dan weet je dat er nooit iemand achterblijft.' [3/3]",yes,opposition,right,conservative
12320,SP,2022,2022-10-11,Het grootste deel van Nederland is het met ons eens: nationaliseer onze energie. Maar vrijwel niemand vertrouwt erop dat het kabinet dit gaat doen. Daarom starten wij een volkspetitie. #volkspetitieTeken ook! 👇https://t.co/VZuMcZciVm,yes,opposition,left,progressive
12321,JA21,2022,2022-12-23,"Nederland heeft het beste pensioenstelsel ter wereld. Als we dat gaan vervangen, moet er iets beters voor in de plaats komen. Dit wetsvoorstel is een compromis met onzekerheden, aanwijsbare nadelen en weinig voordelen. Daarom stemde JA21 gisteravond tegen de nieuwe #pensioenwet. https://t.co/wfrIeGnB6z",yes,opposition,right,conservative
12322,SP,2022,2022-11-30,"Als de overheid miljarden gaat overmaken aan bedrijven, zorg er dan ook voor dat deze bij ons allemaal terechtkomen. Niet bij aandeelhouders in het buitenland. https://t.co/XhnmyaL8xr",yes,opposition,left,progressive
12323,SP,2022,2022-12-15,Ons pensioen dreigt een casinopensioen te worden. Deze nieuwe pensioenwet brengt vooral onzekerheid. @BartvanKent vandaag in debat in de Tweede Kamer. https://t.co/8h0bGjHUoa,yes,opposition,left,progressive
12324,PvdA,2022,2022-02-09,"Samen met @groenlinks laten we zien dat het anders kan in Nederland: socialer, groener en eerlijker.Met alternatieve plannen voor Rutte IV verkleinen we de ongelijkheid, werken we toe naar een duurzame toekomst en gaan alle Nederlanders erop vooruit. ⤵️https://t.co/xgBltz9rpp",no,opposition,left,progressive
12325,PvdD,2022,2022-11-18,Is de Klimaattop mislukt? Dat en meer bespreken Kamerleden @Ct_teunissen en @LammertvanRaan in de nieuwe aflevering van Klimaatvitamine de podcast 👉 https://t.co/8cEaXwT88S,no,opposition,left,progressive
12326,D66,2022,2022-11-28,@CrossareaJ @TjeerdD66 Beetje te veel Iron Maiden geluisterd?? ^Ivo,no,coalition,middle,progressive
12327,SP,2022,2022-04-12,@Nadine506323341 De steunmanifestatie op 16 april is vanaf 12 uur op het Kruisplein in Rotterdam. Aanmelden kan hier:https://t.co/do55g7Gd9n,yes,opposition,left,progressive
12328,FvD,2022,2022-10-06,Jeroen Pauw legt precies uit hoe het kartel te werk gaat.#Remkes #FVD https://t.co/KiR8UYyRFy,yes,opposition,right,conservative
12329,Volt,2022,2022-10-06,Maar we zijn ook kritisch. Want waarom nog een instelling? We hebben ook de Raad van Europa. Daarnaast mag het de focus niet weghalen van de nodige EU hervormingen. Het vetorecht moet weg. 3/6,no,opposition,middle,progressive
12330,BBB,2022,2022-11-09,"'Zeker als je met zeventien miljoen man op 41.000 vierkante kilometer woont, moet je ooit keuzes gaan maken'. - @lientje1967 over het selectief zijn in keuzes maken bij #migratie (3/4) https://t.co/Y2Cdo9aoj0",yes,opposition,right,conservative
12331,D66,2022,2022-03-07,Minister van Financiën Sigrid Kaag staat open voor meer sancties tegen Poetin en zijn kliek.Meer daarover in het Financieele Dagblad. https://t.co/EZAWOesaVH,no,coalition,middle,progressive
12332,DENK,2022,2022-07-13,Vanaf dag één voert DENK een krachtige strijd tegen onrechtvaardigheid in de samenleving!Benieuwd naar een glimp van wat er allemaal is gedaan? check dan onderstaande video:https://t.co/xyI1FafX1W https://t.co/fiUeGh592K,no,opposition,left,progressive
12333,BBB,2022,2022-06-03,"De reactie van @lientje1967 op de waanzinnige #stikstofplannen en massale uitkoop van #boeren, van het Kabinet. Een draadje",yes,opposition,right,conservative
12334,BBB,2022,2022-10-16,Vragenuur Stikstof! - Caroline van der Plas en Femke Wiersma hebben vragen van BBB-leden beantwoord over het rapport #Remkes en de kabinetsreactie over het rapport. Bekijk hier onder de video! https://t.co/oOXzEVR5hn https://t.co/8lqsvHFYCB,yes,opposition,right,conservative
12335,D66,2022,2022-09-20,"Volgend jaar wordt er 18,5 miljard euro geïnvesteerd om de koopkracht te ondersteunen. Dit zijn de plannen van het Kabinet voor de komende tijd 👇 https://t.co/IlM1KJ8Fgc",no,coalition,middle,progressive
12336,VVD,2022,2022-09-28,Niemand heeft zin in een nieuwe coronagolf.Maar we moeten er wel klaar voor zijn deze winter. 👇 https://t.co/LHgw08JqMc,no,coalition,right,conservative
12337,PvdD,2022,2022-03-01,"5️⃣5️⃣ Iedereen moet kunnen sporten!👉In elke wijk of buurt sportvoorzieningen voor jong en oud: beweegtuinen, fitnessplekken, openbare voetbal- en basketbalveldjes en skateparken.🏃⚽️🛹🤸🏀👟#100redenen om #PvdD te stemmen #GR2022 #allekleinebeestjeshelpen https://t.co/DLyqFZc621",no,opposition,left,progressive
12338,BBB,2022,2022-07-13,@DanielJvdBerg Wil je ons een DM sturen?,yes,opposition,right,conservative
12339,BBB,2022,2022-09-26,Andere landen willen graag onze gasinkopers inzetten vanwege hun kennis. Maar NL ligt dwars..Wellicht is dat goed nieuws voor die andere landen?#rutte @op1npo https://t.co/Deocyjxatm,yes,opposition,right,conservative
12340,GroenLinks,2022,2022-09-26,"""Als het kabinet in vak K niet wil regeren, dan regeren we wel vanuit de Kamer” - @jesseklaverLeestip! 👇https://t.co/jkXk90zGwu",no,opposition,left,progressive
12341,FvD,2022,2022-03-17,Wat een fantastisch resultaat! Door het hele land wordt #FVD nu vertegenwoordigd in de gemeenteraden. Dit is het fundament waarop wij onze beweging uitbouwen. Alle kiezers ontzettend bedankt! #GR2022 https://t.co/7iz3jqPN3A,yes,opposition,right,conservative
12342,DENK,2022,2022-04-20,DENK-fractievoorzitter @F_azarkan was vandaag waarnemend voorzitter van de plenaire debatten in de Tweede Kamer. En daar hoort natuurlijk wat humor bij 🤣 https://t.co/q8hYX55aK6,no,opposition,left,progressive
12343,SGP,2022,2022-02-09,Bekijk meer unieke beelden op ons Instagram-account: https://t.co/o9WxGvTjDF,no,opposition,right,conservative
12344,BBB,2022,2022-07-22,"Dit beleid komt tot stand met inspraak van plattelandsbewoners, agrarische en natuurorganisaties, bedrijfsleven, industrie en luchtvaart. Een stabiel beleid voorkomt elke vier jaar nieuwe regelgeving in de waan van de dag. 2/2",yes,opposition,right,conservative
12345,JA21,2023,2023-02-13,"Het kabinet houdt Nederland in een wurggreep met absurde stikstofmaatregelen.Deze #stikstofwaanzin moet stoppen. Het is tijd voor een realistisch stikstofbeleid.#JA21 heeft een reparatiewet, waardoor boeren en bouwen weer mogelijk wordt. #HetMoetEchtAnders https://t.co/CM2V7FsGUu",yes,opposition,right,conservative
12346,BBB,2023,2023-01-23,@RonaldPlokker Er zijn nog helemaal geen Provinciale verkiezingsprogrammas gepubliceerd..... Dus wie roept er maar wat? Het antwoord vind je in je spiegel,yes,opposition,right,conservative
12347,GroenLinks,2022,2022-04-04,"''Er worden echt oorlogsmisdaden gepleegd in Oekraïne. We moeten fakenews debunken, omdat extreemrechtse politici op deze Poetinretoriek meedeinen. We moeten zorgen dat we achter Oekraïne blijven staan.'' @jesseklaver #KhalidenSophie",no,opposition,left,progressive
12348,GroenLinks,2022,2022-05-09,@HansdeJ38066083 @jellebc @CorinneEllemeet @KatiPiri @BasEickhout @MChahim Maar één manier om erachter te komen Hans!👉 https://t.co/fvxLs4BMm6,no,opposition,left,progressive
12349,PvdD,2022,2022-09-20,@anita95309543 @estherouwehand Windparken zijn niet ideaal voor het zeeleven. We willen daarom slechts in een relatief klein deel van de Noordzee windmolens neerzetten. De ontwrichting van klimaat maakt dit onvermijdelijk. Ook voor het zeeleven is het van belang dat we de opwarming van de aarde tegenhouden.,no,opposition,left,progressive
12350,GroenLinks,2022,2022-03-04,"''Deze hele uitzending krijgen we Oekraïne updates. Als we één ding met elkaar helder moeten hebben is dat we zo snel mogelijk van fossiele brandstoffen af moeten. We moeten zelf energie opwekken, daarvoor hebben we zonnepanelen en windenergie nodig.''-@jesseklaver #Radiodebat",no,opposition,left,progressive
12351,BBB,2022,2022-12-10,"BBB gaat meedoen aan de Europese verkiezingen! Vanuit de Europese Unie komt er veel wetgeving naar Nederland, het is dus cruciaal dat de BBB ook hier een voet tussen de deur krijgt.https://t.co/S5tymw3GZV",yes,opposition,right,conservative
12352,BIJ1,2022,2022-02-07,"""Wij, ervaringsdeskundigen uit de gesloten jeugdzorg, roepen de Tweede Kamer, het kabinet, gemeenten en werkgevers, op om werk te maken van het stoppen met gesloten jeugdzorg.""Lees de position paper van Jason, Nienke en Carlijn:https://t.co/0J2eBIwBGt#stopgeslotenjeugdzorg",no,opposition,left,progressive
12353,BBB,2022,2022-10-06,"@MeMysel50642341 er is al een stikstofwet.... dit is een politieke stikstofcrisis daarom... dat negeren, dan ben je er pas niet voor het volk",yes,opposition,right,conservative
12354,BBB,2022,2022-08-02,@ChrisAalberts @stderozeleeuw Gaat het wel goed met je Chris?,yes,opposition,right,conservative
12355,SGP,2022,2022-02-08,@SylviavandenBr1 @keesvdstaaij @PieterOmtzigt Sterker nog: de coronapas had er nooit moeten komen. SGP was van meet af aan tegen.,no,opposition,right,conservative
12356,DENK,2022,2022-05-12,Meedogenloos was de behandeling van de Belastingdienst. Ouders werden op discriminerende factoren gemarteld. ‘Ga maar de prostitutie in want legaal beroep’ kregen sommigen van ambtenaren te horen. ‘Ga naar de voedselbank’. @F_azarkan legt de pijn van uithuisplaatsingen op tafel. https://t.co/5tLSOkqEHd,no,opposition,left,progressive
12357,GroenLinks,2022,2022-06-08,Het #GroenLinksReferendum loopt nog tot en met 10 juni. Onze leden kunnen stemmen over de vraag of het wenselijk is dat PvdA en GroenLinks een gezamenlijke Eerste Kamerfractie vormen na de Eerste Kamerverkiezingen.Lid? Vergeet niet te stemmen! 🗳️https://t.co/sFL6G5Qk0D,no,opposition,left,progressive
12358,FvD,2022,2022-10-12,VVD’er @ericvanderburg wil gemeenten zakken met geld geven om hen over te halen hun gemeente - tegen de wil van de lokale bevolking in - vol te proppen met asielzoekers. Nederlanders zijn hier klaar mee. #FVD wil per direct een immigratiestop en inzetten op remigratie. #omvolking https://t.co/88rlZ1cL1h,yes,opposition,right,conservative
12359,PvdA,2023,2023-01-17,@HabtamudeHoop Mooi resultaat samen met @D66 en @groenlinks!,no,opposition,left,progressive
12360,BBB,2022,2022-02-01,"@whepper @lientje1967 Beste Jeroen, verdiep je eens in de totstandkoming en het beheer van de heidelandschappen. Dan weet je wat de rol van de boeren hierin was....",yes,opposition,right,conservative
12361,BBB,2022,2022-08-13,@wdrvdweerd @DevliegerErik @ChrisAalberts Kritisch?Het was een aaneenschakeling van persoonlijke meningen die het in jouw bubbel vast goed doen. Zeg maar een populistische tweet.. https://t.co/jK5oagfWC2,yes,opposition,right,conservative
12362,SP,2022,2022-03-01,In deze energiecrisis wordt pijnlijk duidelijk dat de vermarkting van onze publieke energievoorziening een grote fout is geweest van de neoliberale politici. @RenskeLeijten sprak daarover bij Radar.De energierekening moet omlaag. Steun de actie hier https://t.co/4ZI7C9MDTz https://t.co/yq3do87seF,yes,opposition,left,progressive
